chunk_id,source_pdf,page_number,report_type,match_name,text
28,Line Up Analysis UGA vs EGY 01 March.pdf,1,Line Up Analysis,UGA vs EGY - 01 Mar 2026,1 2 2 1- Zahran I/ 4- Amin E/ 7- Metwaly A/ 15- Gardner P/ 55- Oraby O/ 01:51 7-5 2 3.7838 2 1 1 1 7- Metwaly A/ 8- Abdalatif M/ 15- Gardner P/ 28- Abdelgawad K/ 35- Rehan A/ 01:45 8-2 6 4.5714 4 0 1 2 1- Zahran I/ 5- Abdelhalim A/ 9- Moussa A/ 15- Gardner P/ 55- Oraby O/ 01:40 8-0 8 4.8000 4 0 0 4 1- Zahran I/ 5- Abdelhalim A/ 7- Metwaly A/ 10- Mahmoud A/ 28- Abdelgawad K/ 01:34 2-4 -2 1.2766 0 0 0 1 5- Abdelhalim A/ 7- Metwaly A/ 8- Abdalatif M/ 10- Mahmoud A/ 28- Abdelgawad K/ 01:23 2-2 0 1.4458 4 0 1 1 5- Abdelhalim A/ 7- Metwaly A/ 8- Abdalatif M/ 28- Abdelgawad K/ 50- Marei A/ 01:16 2-2 0 1.5789 1 0 1 1 1- Zahran I/ 8- Abdalatif M/ 15- Gardner P/ 28- Abdelgawad K/ 35- Rehan A/ 01:06 3-3 0 2.7273 2 0 1 1 1- Zahran I/ 5- Abdelhalim A/ 9- Moussa A/ 10- Mahmoud A/ 55- Oraby O/ 00:57 2-2 0 2.0797 3 0 0 0 1- Zahran I/ 4- Amin E/ 9- Moussa A/ 10- Mahmoud A/ 28- Abdelgawad K/ 00:44 0-0 0 0.0000 3 0 0 0 1- Zahran I/ 5- Abdelhalim A/ 7- Metwaly A/ 15- Gardner P/ 55- Oraby O/ 00:36 2-0 2 3.3333 1 0 0 1
29,Line Up Analysis UGA vs EGY 01 March.pdf,2,Line Up Analysis,UGA vs EGY - 01 Mar 2026,"FIBA Basketball World Cup 2027 African Line Up Analysis Qualifiers Borg Elarab Arena, Sun 01 Mar 2026 Start time: 23:00 Game No.: 29779-D-6 Attendance: 400 Uganda 52 - 91 Egypt Game Duration: 01:28 (14-27, 9-16, 16-22, 13-26) Report Generated: Thu 05 Mar 2026 20:37 Crew Chief: Mbaye Seye (SEN) Umpire(s): Guy Bertin Sani Kollo (CMR) , Kouakou Toussaint Niamien (CIV) Q1 Q2 Q3 Q4 Scoring by 5 Minute intervals UGA 7 14 15 23 32 39 44 52 EGY 10 27 37 43 50 65 74 91 Uganda Lineup Time Score Score Diff Pts/Min Reb Stl Tov Ass 2- Rugette J/ 6- Opong R/ 9- Geu D/ 21- Komagum J/ 22- Sibande N/ 17:45 23-40 -17 1.2958 13 3 6 4 2- Rugette J/ 5- Obleng P/ 9- Geu D/ 21- Komagum J/ 22- Sibande N/ 03:52 9-5 4 2.3276 2 1 2 2 0- Lubowa N/ 8- Baale F/ 9- Geu D/ 22- Sibande N/ 23- Kayira J/ 02:29 2-4 -2 0.8016 3 0 0 0 2- Rugette J/ 8- Baale F/ 11- Odeke T/ 22- Sibande N/ 23- Kayira J/ 01:51 4-2 2 2.1622 4 1 0 1 2- Rugette J/ 6- Opong R/ 11- Odeke T/ 22- Sibande N/ 23- Kayira J/ 01:50 2-2 0 1.0909 3 0 1 0 2- Rugette J/ 6- Opong R/ 9- Geu D/ 21- Komagum J/ 23- Kayira J/ 01:48 5-2 3 2.7778 2 0 0 1 2- Rugette J/ 5- Obleng P/ 8- Baale F/ 9- Geu D/ 23- Kayira J/ 01:46 0-6 -6 0.0000 3 0 0 0 6-"
30,Line Up Analysis UGA vs EGY 01 March.pdf,2,Line Up Analysis,UGA vs EGY - 01 Mar 2026,0 1 0 2- Rugette J/ 6- Opong R/ 9- Geu D/ 21- Komagum J/ 23- Kayira J/ 01:48 5-2 3 2.7778 2 0 0 1 2- Rugette J/ 5- Obleng P/ 8- Baale F/ 9- Geu D/ 23- Kayira J/ 01:46 0-6 -6 0.0000 3 0 0 0 6- Opong R/ 8- Baale F/ 9- Geu D/ 11- Odeke T/ 22- Sibande N/ 01:45 2-8 -6 1.1429 0 1 0 0 0- Lubowa N/ 5- Obleng P/ 8- Baale F/ 11- Odeke T/ 23- Kayira J/ 01:40 0-8 -8 0.0000 2 0 0 0 2- Rugette J/ 8- Baale F/ 21- Komagum J/ 22- Sibande N/ 23- Kayira J/ 01:16 2-2 0 1.5789 1 0 0 0 8- Baale F/ 9- Geu D/ 11- Odeke T/ 14- Munaba E/ 22- Sibande N/ 01:06 3-3 0 2.7273 1 1 0 1 0- Lubowa N/ 8- Baale F/ 21- Komagum J/ 22- Sibande N/ 23- Kayira J/ 00:58 0-3 -3 0.0000 1 0 0 0 0- Lubowa N/ 8- Baale F/ 11- Odeke T/ 22- Sibande N/ 23- Kayira J/ 00:36 0-2 -2 0.0000 0 0 0 0 2- Rugette J/ 5- Obleng P/ 8- Baale F/ 9- Geu D/ 21- Komagum J/ 00:24 0-2 -2 0.0000 0 0 0 0 6- Opong R/ 9- Geu D/ 21- Komagum J/ 22- Sibande N/ 23- Kayira J/ 00:20 0-2 -2 0.0000 0 0 0 0 2- Rugette J/ 6- Opong R/ 9- Geu D/ 11- Odeke T/ 22- Sibande N/ 00:17 0-0 0 0.0000 0 0 1 0 6- Opong R/ 8-
31,Line Up Analysis UGA vs EGY 01 March.pdf,2,Line Up Analysis,UGA vs EGY - 01 Mar 2026,6- Opong R/ 9- Geu D/ 21- Komagum J/ 22- Sibande N/ 23- Kayira J/ 00:20 0-2 -2 0.0000 0 0 0 0 2- Rugette J/ 6- Opong R/ 9- Geu D/ 11- Odeke T/ 22- Sibande N/ 00:17 0-0 0 0.0000 0 0 1 0 6- Opong R/ 8- Baale F/ 21- Komagum J/ 22- Sibande N/ 23- Kayira J/ 00:16 0-0 0 0.0000 1 0 0 0 2- Rugette J/ 6- Opong R/ 9- Geu D/ 22- Sibande N/ 23- Kayira J/ 00:00 0-0 0 NaN 0 0 0 0
32,Play by Play EGY vs ANG 28 February.pdf,1,Play by Play,EGY vs ANG - 28 Feb 2026,"FIBA Basketball World Cup 2027 African Play by Play Qualifiers Borg Elarab Arena, Sat 28 Feb 2026 Start time: 23:00 Game No.: 29779-D-4 Attendance: 500 Egypt 72 - 83 Angola Game Duration: 02:11 (16-25, 22-21, 20-16, 14-21) Report Generated: Thu 05 Mar 2026 18:14 Crew Chief: Yann Vezo Davidson (MAD) Umpire(s): Arnold Hloniphizwe Moseya (RSA) , Kouakou Toussaint Niamien (CIV) Q1 Q2 Q3 Q4 Scoring by 5 Minute intervals EGY 7 16 24 38 45 58 65 72 ANG 17 25 29 46 55 62 69 83 Quarter 1 Quarter Starters: EGY 4 Amin E 7 Metwaly A 8 Abdalatif M 10 Mahmoud A 50 Marei A ANG 1 Miguel S 5 Dundao C 14 Castro C 15 Gakou A 77 Cisse B Game Time EGY Score Diff ANG 09:59 14 CASTRO C jumpball won 09:59 10 MAHMOUD A jumpball lost 09:45 15 GAKOU A 3pt FG , jump shot missed 09:42 defensive rebound (1) 09:26 8 ABDALATIF M 3pt FG , jump shot missed 09:22 14 CASTRO C defensive rebound (1) 15 GAKOU A 2pt FG fast break in the paint, driving layup 09:14 0-2 -2 made (2) 09:14 1 MIGUEL S assist (1) 08:50 10 MAHMOUD A turnover bad pass (1) 08:50 5 DUNDAO C steal (1) 08:46 7 METWALY A foul shooting (1 - 1) 08:46 5 DUNDAO C foul received (1) 08:46 0-3 -3 5 DUNDAO C free throw fast break 1 - 3 made (1) 08:46 0-4 -4 5 DUNDAO C free throw fast break 2 - 3 made (2) 08:46 0-5 -5 5 DUNDAO"
33,Play by Play EGY vs ANG 28 February.pdf,1,Play by Play,EGY vs ANG - 28 Feb 2026,"7 METWALY A foul shooting (1 - 1) 08:46 5 DUNDAO C foul received (1) 08:46 0-3 -3 5 DUNDAO C free throw fast break 1 - 3 made (1) 08:46 0-4 -4 5 DUNDAO C free throw fast break 2 - 3 made (2) 08:46 0-5 -5 5 DUNDAO C free throw fast break 3 - 3 made (3) 08:23 8 ABDALATIF M turnover bad pass (1) 08:23 15 GAKOU A steal (1) 08:07 14 CASTRO C foul offensive (1 - 1) 08:07 50 MAREI A foul received (1) 08:07 14 CASTRO C turnover offensive (1) 07:56 14 CASTRO C foul personal (2 - 2) 07:56 7 METWALY A foul received (1) 07:56 14 CASTRO C substitution out 07:56 66 MACHI B substitution in 07:49 10 MAHMOUD A turnover bad pass (2) 07:49 1 MIGUEL S steal (1) 1 MIGUEL S 2pt FG from turnover in the paint, driving layup 07:44 blocked 07:44 4 AMIN E block (1) 07:44 offensive rebound (2) 07:42 15 GAKOU A turnover bad pass (1) 07:42 8 ABDALATIF M steal (1) 07:26 4 AMIN E 3pt FG from turnover, jump shot missed 07:23 5 DUNDAO C defensive rebound (1) 07:19 0-7 -7 66 MACHI B 2pt FG fast break in the paint, layup made (2) 07:19 5 DUNDAO C assist (1)"
34,Play by Play EGY vs ANG 28 February.pdf,2,Play by Play,EGY vs ANG - 28 Feb 2026,"FIBA Basketball World Cup 2027 African Play by Play Qualifiers Borg Elarab Arena, Sat 28 Feb 2026 Start time: 23:00 Game No.: 29779-D-4 Attendance: 500 Egypt 72 - 83 Angola Game Duration: 02:11 (16-25, 22-21, 20-16, 14-21) Report Generated: Thu 05 Mar 2026 18:14 Crew Chief: Yann Vezo Davidson (MAD) Umpire(s): Arnold Hloniphizwe Moseya (RSA) , Kouakou Toussaint Niamien (CIV) Q1 Q2 Q3 Q4 Scoring by 5 Minute intervals EGY 7 16 24 38 45 58 65 72 ANG 17 25 29 46 55 62 69 83 Game Time EGY Score Diff ANG 07:02 4 AMIN E 3pt FG , step back jump shot missed 06:58 8 ABDALATIF M offensive rebound (1) 7 METWALY A 3pt FG second chance, pull up jump shot 06:54 3-7 -4 made (3) 06:54 8 ABDALATIF M assist (1) 06:37 3-10 -7 1 MIGUEL S 3pt FG , pull up jump shot made (3) 06:26 7 METWALY A turnover ball handling (1) 06:26 5 DUNDAO C steal (2) 15 GAKOU A 2pt FG fast break from turnover in the paint, 06:20 3-12 -9 jump shot made (4) 06:20 5 DUNDAO C assist (2) 06:19 Timeout Full 06:19 77 CISSE B substitution out 06:19 47 VALENTE M substitution in 06:11 4 AMIN E turnover bad pass (1) 06:11 15 GAKOU A steal (2) 1 MIGUEL S 2pt FG fast break from turnover in the paint, 06:06 3-14 -11 driving layup made (5) 06:06 15 GAKOU A assist (1) 05:55 10 MAHMOUD A turnover bad pass (3) 05:55 15 GAKOU A steal (3) 05:51 15 GAKOU A"
35,Play by Play EGY vs ANG 28 February.pdf,2,Play by Play,EGY vs ANG - 28 Feb 2026,"(1) 06:11 15 GAKOU A steal (2) 1 MIGUEL S 2pt FG fast break from turnover in the paint, 06:06 3-14 -11 driving layup made (5) 06:06 15 GAKOU A assist (1) 05:55 10 MAHMOUD A turnover bad pass (3) 05:55 15 GAKOU A steal (3) 05:51 15 GAKOU A turnover bad pass (2) 05:51 10 MAHMOUD A steal (1) 8 ABDALATIF M 2pt FG fast break from turnover in the paint, 05:48 5-14 -9 layup made (2) 05:48 10 MAHMOUD A assist (1) 05:43 15 GAKOU A turnover bad pass (3) 05:43 10 MAHMOUD A steal (2) 10 MAHMOUD A 2pt FG from turnover in the paint, jump 05:32 shot missed 05:28 10 MAHMOUD A offensive rebound (1) 10 MAHMOUD A 2pt FG from turnover second chance in the 05:28 7-14 -7 paint, tip-in layup made (2) 05:18 1 MIGUEL S 2pt FG outside the paint, jump shot missed 05:16 4 AMIN E defensive rebound (1) 05:16 4 AMIN E 2pt FG in the paint, jump shot missed 05:13 66 MACHI B defensive rebound (1) 47 VALENTE M 2pt FG fast break in the paint, layup made 05:10 7-16 -9 (2) 05:10 5 DUNDAO C assist (3) 05:10 7 METWALY A foul shooting (2 - 2) 05:10 47 VALENTE M foul received (1) 05:10 7 METWALY A substitution out 05:10 8 ABDALATIF M substitution out 05:10 5 ABDELHALIM A substitution in"
36,Play by Play EGY vs ANG 28 February.pdf,3,Play by Play,EGY vs ANG - 28 Feb 2026,"FIBA Basketball World Cup 2027 African Play by Play Qualifiers Borg Elarab Arena, Sat 28 Feb 2026 Start time: 23:00 Game No.: 29779-D-4 Attendance: 500 Egypt 72 - 83 Angola Game Duration: 02:11 (16-25, 22-21, 20-16, 14-21) Report Generated: Thu 05 Mar 2026 18:14 Crew Chief: Yann Vezo Davidson (MAD) Umpire(s): Arnold Hloniphizwe Moseya (RSA) , Kouakou Toussaint Niamien (CIV) Q1 Q2 Q3 Q4 Scoring by 5 Minute intervals EGY 7 16 24 38 45 58 65 72 ANG 17 25 29 46 55 62 69 83 Game Time EGY Score Diff ANG 05:10 9 MOUSSA A substitution in 05:10 15 GAKOU A substitution out 05:10 24 FERNANDO B substitution in 05:10 7-17 -10 47 VALENTE M free throw fast break 1 - 1 made (3) 05:00 50 MAREI A 2pt FG in the paint, floating jump shot missed 04:57 24 FERNANDO B defensive rebound (1) 04:50 5 DUNDAO C 2pt FG in the paint, pull up jump shot missed 04:46 24 FERNANDO B offensive rebound (2) 5 DUNDAO C 2pt FG second chance in the paint, driving 04:36 layup missed 04:34 10 MAHMOUD A defensive rebound (2) 04:24 5 ABDELHALIM A 3pt FG , jump shot made (3) 10-17 -7 04:24 50 MAREI A assist (1) 04:00 47 VALENTE M 3pt FG , jump shot missed 03:57 4 AMIN E defensive rebound (2) 03:49 5 DUNDAO C foul shooting (1 - 3) 03:49 5 ABDELHALIM A foul received (1) 03:49 66 MACHI B substitution out 03:49 34 KOKILA K substitution in 03:49 5 ABDELHALIM A free throw fast break"
37,Play by Play EGY vs ANG 28 February.pdf,3,Play by Play,EGY vs ANG - 28 Feb 2026,"M 3pt FG , jump shot missed 03:57 4 AMIN E defensive rebound (2) 03:49 5 DUNDAO C foul shooting (1 - 3) 03:49 5 ABDELHALIM A foul received (1) 03:49 66 MACHI B substitution out 03:49 34 KOKILA K substitution in 03:49 5 ABDELHALIM A free throw fast break 1 - 2 made (4) 11-17 -6 03:49 5 ABDELHALIM A free throw fast break 2 - 2 made (5) 12-17 -5 03:32 24 FERNANDO B turnover ball handling (1) 03:32 9 MOUSSA A steal (1) 03:14 5 ABDELHALIM A turnover bad pass (1) 02:57 12-20 -8 24 FERNANDO B 3pt FG from turnover, jump shot made (3) 02:57 5 DUNDAO C assist (4) 02:46 5 ABDELHALIM A 3pt FG , pull up jump shot missed 02:42 24 FERNANDO B defensive rebound (3) 24 FERNANDO B 2pt FG in the paint, turnaround jump shot 02:31 missed 02:26 5 ABDELHALIM A defensive rebound (1) 10 MAHMOUD A 2pt FG fast break in the paint, dunk, made 02:21 14-20 -6 (4) 02:21 50 MAREI A assist (2) 02:04 50 MAREI A foul personal (1 - 3) 02:04 34 KOKILA K foul received (1) 02:04 1 MIGUEL S substitution out 02:04 5 DUNDAO C substitution out 02:04 3 GONCALVES G substitution in 02:04 18 MANUEL I substitution in 3 GONCALVES G 2pt FG outside the paint, jump shot 01:54 missed 01:52 24 FERNANDO B offensive rebound (4)"
38,Play by Play EGY vs ANG 28 February.pdf,4,Play by Play,EGY vs ANG - 28 Feb 2026,"FIBA Basketball World Cup 2027 African Play by Play Qualifiers Borg Elarab Arena, Sat 28 Feb 2026 Start time: 23:00 Game No.: 29779-D-4 Attendance: 500 Egypt 72 - 83 Angola Game Duration: 02:11 (16-25, 22-21, 20-16, 14-21) Report Generated: Thu 05 Mar 2026 18:14 Crew Chief: Yann Vezo Davidson (MAD) Umpire(s): Arnold Hloniphizwe Moseya (RSA) , Kouakou Toussaint Niamien (CIV) Q1 Q2 Q3 Q4 Scoring by 5 Minute intervals EGY 7 16 24 38 45 58 65 72 ANG 17 25 29 46 55 62 69 83 Game Time EGY Score Diff ANG 24 FERNANDO B 2pt FG second chance in the paint, jump 01:51 14-22 -8 shot made (5) 01:28 5 ABDELHALIM A 3pt FG , jump shot missed 01:26 24 FERNANDO B defensive rebound (5) 01:18 9 MOUSSA A foul shooting (1 - 4) 01:18 3 GONCALVES G foul received (1) 01:18 10 MAHMOUD A substitution out 01:18 55 ORABY O substitution in 01:18 14-23 -9 3 GONCALVES G free throw fast break 1 - 2 made (1) 01:18 14-24 -10 3 GONCALVES G free throw fast break 2 - 2 made (2) 01:06 4 AMIN E 2pt FG in the paint, driving layup missed 01:03 3 GONCALVES G defensive rebound (1) 01:01 3 GONCALVES G turnover ball handling (1) 01:01 9 MOUSSA A steal (2) 4 AMIN E 2pt FG fast break from turnover in the paint, dunk, 00:57 16-24 -8 made (2) 00:57 9 MOUSSA A assist (1) 00:35 55 ORABY O foul shooting (1 - 5) 00:35 47 VALENTE M foul received (2) 00:35 16-25"
39,Play by Play EGY vs ANG 28 February.pdf,4,Play by Play,EGY vs ANG - 28 Feb 2026,"handling (1) 01:01 9 MOUSSA A steal (2) 4 AMIN E 2pt FG fast break from turnover in the paint, dunk, 00:57 16-24 -8 made (2) 00:57 9 MOUSSA A assist (1) 00:35 55 ORABY O foul shooting (1 - 5) 00:35 47 VALENTE M foul received (2) 00:35 16-25 -9 47 VALENTE M free throw 1 - 2 made (4) 00:35 24 FERNANDO B assist (1) 00:35 47 VALENTE M free throw 2 - 2 missed 00:35 50 MAREI A defensive rebound (1) 00:24 turnover sec 8 (8) 00:24 24 FERNANDO B substitution out 00:24 34 KOKILA K substitution out 00:24 0 FRANCISCO E substitution in 00:24 66 MACHI B substitution in 3 GONCALVES G 3pt FG from turnover, pull up jump shot 00:13 missed 00:09 4 AMIN E defensive rebound (3) 00:03 55 ORABY O 2pt FG in the paint, jump shot missed 00:00 50 MAREI A offensive rebound (2) 50 MAREI A 2pt FG second chance in the paint, tip-in layup 00:00 missed 00:00 50 MAREI A offensive rebound (3) 50 MAREI A 2pt FG second chance in the paint, tip-in layup 00:00 missed 00:00 defensive rebound (11)"
40,Play by Play EGY vs ANG 28 February.pdf,5,Play by Play,EGY vs ANG - 28 Feb 2026,"FIBA Basketball World Cup 2027 African Play by Play Qualifiers Borg Elarab Arena, Sat 28 Feb 2026 Start time: 23:00 Game No.: 29779-D-4 Attendance: 500 Egypt 72 - 83 Angola Game Duration: 02:11 (16-25, 22-21, 20-16, 14-21) Report Generated: Thu 05 Mar 2026 18:14 Crew Chief: Yann Vezo Davidson (MAD) Umpire(s): Arnold Hloniphizwe Moseya (RSA) , Kouakou Toussaint Niamien (CIV) Q1 Q2 Q3 Q4 Scoring by 5 Minute intervals EGY 7 16 24 38 45 58 65 72 ANG 17 25 29 46 55 62 69 83 Quarter 2 Quarter Starters: EGY 4 Amin E 5 Abdelhalim A 9 Moussa A 50 Marei A 55 Oraby O ANG 3 Goncalves G 18 Manuel I 24 Fernando B 34 Kokila K 47 Valente M Game Time EGY Score Diff ANG 10:00 0 FRANCISCO E substitution out 10:00 66 MACHI B substitution out 10:00 24 FERNANDO B substitution in 10:00 34 KOKILA K substitution in 09:53 47 VALENTE M foul personal (1 - 1) 09:53 4 AMIN E foul received (1) 5 ABDELHALIM A 2pt FG in the paint, floating jump shot 09:37 18-25 -7 made (7) 09:32 4 AMIN E foul unsportsmanlike shooting (1 - 1) 09:32 47 VALENTE M foul received (3) 09:32 18-26 -8 47 VALENTE M free throw fast break 1 - 2 made (5) 09:32 3 GONCALVES G assist (1) 09:32 47 VALENTE M free throw fast break 2 - 2 missed 18 MANUEL I 2pt FG in the paint, turnaround jump shot 09:23 blocked 09:23 50 MAREI A block (1) 09:20 5 ABDELHALIM A defensive rebound"
41,Play by Play EGY vs ANG 28 February.pdf,5,Play by Play,EGY vs ANG - 28 Feb 2026,"fast break 1 - 2 made (5) 09:32 3 GONCALVES G assist (1) 09:32 47 VALENTE M free throw fast break 2 - 2 missed 18 MANUEL I 2pt FG in the paint, turnaround jump shot 09:23 blocked 09:23 50 MAREI A block (1) 09:20 5 ABDELHALIM A defensive rebound (2) 09:07 5 ABDELHALIM A 3pt FG , jump shot missed 09:04 defensive rebound (12) 09:04 4 AMIN E substitution out 09:04 50 MAREI A substitution out 09:04 1 ZAHRAN I substitution in 09:04 15 GARDNER P substitution in 08:59 3 GONCALVES G turnover back court (2) 5 ABDELHALIM A 3pt FG from turnover, floating jump shot 08:45 missed 08:41 55 ORABY O offensive rebound (1) 55 ORABY O 2pt FG from turnover second chance in the 08:41 paint, tip-in layup missed 08:40 1 ZAHRAN I offensive rebound (1) 5 ABDELHALIM A 2pt FG from turnover second chance in 08:36 the paint, floating jump shot missed 08:33 3 GONCALVES G defensive rebound (2) 08:26 1 ZAHRAN I foul personal (1 - 2) 08:26 47 VALENTE M foul received (4) 18 MANUEL I 2pt FG outside the paint, fade away jump shot 08:17 missed 08:13 1 ZAHRAN I defensive rebound (2)"
42,Play by Play EGY vs ANG 28 February.pdf,6,Play by Play,EGY vs ANG - 28 Feb 2026,"FIBA Basketball World Cup 2027 African Play by Play Qualifiers Borg Elarab Arena, Sat 28 Feb 2026 Start time: 23:00 Game No.: 29779-D-4 Attendance: 500 Egypt 72 - 83 Angola Game Duration: 02:11 (16-25, 22-21, 20-16, 14-21) Report Generated: Thu 05 Mar 2026 18:14 Crew Chief: Yann Vezo Davidson (MAD) Umpire(s): Arnold Hloniphizwe Moseya (RSA) , Kouakou Toussaint Niamien (CIV) Q1 Q2 Q3 Q4 Scoring by 5 Minute intervals EGY 7 16 24 38 45 58 65 72 ANG 17 25 29 46 55 62 69 83 Game Time EGY Score Diff ANG 08:03 9 MOUSSA A 3pt FG , pull up jump shot missed 08:00 3 GONCALVES G defensive rebound (3) 07:44 47 VALENTE M 3pt FG , pull up jump shot missed 07:37 15 GARDNER P defensive rebound (1) 15 GARDNER P 2pt FG in the paint, turnaround jump shot 07:26 missed 07:24 55 ORABY O offensive rebound (2) 55 ORABY O 2pt FG second chance in the paint, hook shot 07:23 20-26 -6 made (2) 07:23 34 KOKILA K foul shooting (1 - 2) 07:23 55 ORABY O foul received (1) 07:23 18 MANUEL I substitution out 07:23 47 VALENTE M substitution out 07:23 0 FRANCISCO E substitution in 07:23 1 MIGUEL S substitution in 07:23 55 ORABY O free throw 1 - 1 missed 07:23 34 KOKILA K defensive rebound (1) 07:00 20-28 -8 34 KOKILA K 2pt FG in the paint, driving layup made (2) 07:00 15 GARDNER P foul shooting (1 - 3) 07:00 34 KOKILA K foul received (2) 07:00 20-29 -9 34"
43,Play by Play EGY vs ANG 28 February.pdf,6,Play by Play,EGY vs ANG - 28 Feb 2026,"ORABY O free throw 1 - 1 missed 07:23 34 KOKILA K defensive rebound (1) 07:00 20-28 -8 34 KOKILA K 2pt FG in the paint, driving layup made (2) 07:00 15 GARDNER P foul shooting (1 - 3) 07:00 34 KOKILA K foul received (2) 07:00 20-29 -9 34 KOKILA K free throw 1 - 1 made (3) 06:37 15 GARDNER P 2pt FG in the paint, jump shot missed 06:34 55 ORABY O offensive rebound (3) 1 ZAHRAN I 2pt FG second chance in the paint, layup made 06:31 22-29 -7 (2) 06:31 55 ORABY O assist (1) 06:19 24 FERNANDO B 3pt FG , jump shot missed 06:16 1 ZAHRAN I defensive rebound (3) 06:13 55 ORABY O 2pt FG fast break in the paint, dunk, made (4) 24-29 -5 06:13 1 ZAHRAN I assist (1) 06:10 Timeout Full 06:10 3 GONCALVES G substitution out 06:10 5 DUNDAO C substitution in 05:46 5 DUNDAO C 3pt FG , jump shot blocked 05:46 5 ABDELHALIM A block (1) 05:39 15 GARDNER P defensive rebound (2) 5 ABDELHALIM A 2pt FG in the paint, floating jump shot 05:37 missed 05:32 24 FERNANDO B defensive rebound (6) 05:21 5 DUNDAO C 3pt FG , pull up jump shot missed 05:15 5 ABDELHALIM A defensive rebound (3) 04:53 9 MOUSSA A 2pt FG in the paint, driving layup blocked 04:53 24 FERNANDO B block (1) 04:50 24 FERNANDO B defensive rebound (7)"
44,Play by Play EGY vs ANG 28 February.pdf,7,Play by Play,EGY vs ANG - 28 Feb 2026,"FIBA Basketball World Cup 2027 African Play by Play Qualifiers Borg Elarab Arena, Sat 28 Feb 2026 Start time: 23:00 Game No.: 29779-D-4 Attendance: 500 Egypt 72 - 83 Angola Game Duration: 02:11 (16-25, 22-21, 20-16, 14-21) Report Generated: Thu 05 Mar 2026 18:14 Crew Chief: Yann Vezo Davidson (MAD) Umpire(s): Arnold Hloniphizwe Moseya (RSA) , Kouakou Toussaint Niamien (CIV) Q1 Q2 Q3 Q4 Scoring by 5 Minute intervals EGY 7 16 24 38 45 58 65 72 ANG 17 25 29 46 55 62 69 83 Game Time EGY Score Diff ANG 04:46 9 MOUSSA A foul personal (2 - 4) 04:46 24 FERNANDO B foul received (1) 04:46 34 KOKILA K substitution out 04:46 15 GAKOU A substitution in 04:31 24-31 -7 24 FERNANDO B 2pt FG in the paint, euro step made (7) 04:31 55 ORABY O foul shooting (2 - 5) 04:31 24 FERNANDO B foul received (2) 04:31 24-32 -8 24 FERNANDO B free throw 1 - 1 made (8) 04:22 15 GARDNER P 3pt FG , jump shot made (3) 27-32 -5 04:22 9 MOUSSA A assist (2) 04:06 27-35 -8 5 DUNDAO C 3pt FG , jump shot made (6) 04:06 0 FRANCISCO E assist (1) 03:37 5 ABDELHALIM A 3pt FG , jump shot missed 03:32 5 ABDELHALIM A offensive rebound (4) 5 ABDELHALIM A 2pt FG second chance in the paint, layup 03:30 missed 03:30 1 MIGUEL S defensive rebound (1) 03:30 5 ABDELHALIM A foul technical (1 - 6) 03:30 9 MOUSSA A substitution out 03:30 4 AMIN E substitution"
45,Play by Play EGY vs ANG 28 February.pdf,7,Play by Play,EGY vs ANG - 28 Feb 2026,"jump shot missed 03:32 5 ABDELHALIM A offensive rebound (4) 5 ABDELHALIM A 2pt FG second chance in the paint, layup 03:30 missed 03:30 1 MIGUEL S defensive rebound (1) 03:30 5 ABDELHALIM A foul technical (1 - 6) 03:30 9 MOUSSA A substitution out 03:30 4 AMIN E substitution in 03:30 5 DUNDAO C free throw 1 - 1 missed 03:22 15 GARDNER P foul shooting (2 - 7) 03:22 5 DUNDAO C foul received (2) 03:22 27-36 -9 5 DUNDAO C free throw 1 - 2 made (7) 03:22 15 GAKOU A assist (2) 03:22 27-37 -10 5 DUNDAO C free throw 2 - 2 made (8) 03:16 55 ORABY O 2pt FG fast break in the paint, layup made (6) 29-37 -8 03:16 4 AMIN E assist (1) 03:16 5 DUNDAO C foul unsportsmanlike shooting (2 - 3) 03:16 55 ORABY O foul received (2) 03:16 5 DUNDAO C substitution out 03:16 3 GONCALVES G substitution in 03:16 55 ORABY O free throw fast break 1 - 1 missed 03:16 0 FRANCISCO E foul personal (1 - 4) 03:16 5 ABDELHALIM A foul received (2) 03:09 5 ABDELHALIM A 2pt FG in the paint, driving layup made (9) 31-37 -6 1 MIGUEL S 2pt FG outside the paint, fade away jump shot 02:51 missed 02:47 55 ORABY O defensive rebound (4) 02:37 4 AMIN E turnover ball handling (2) 02:37 1 MIGUEL S steal (2) 1 MIGUEL S 2pt FG fast break from turnover in the paint, 02:34 31-39 -8 driving layup made (7) 02:23 4 AMIN"
46,Play by Play EGY vs ANG 28 February.pdf,7,Play by Play,EGY vs ANG - 28 Feb 2026,"paint, fade away jump shot 02:51 missed 02:47 55 ORABY O defensive rebound (4) 02:37 4 AMIN E turnover ball handling (2) 02:37 1 MIGUEL S steal (2) 1 MIGUEL S 2pt FG fast break from turnover in the paint, 02:34 31-39 -8 driving layup made (7) 02:23 4 AMIN E foul technical (2 - 8)"
