chunk_id,source_pdf,page_number,report_type,match_name,text
83,Play by Play MLI vs EGY 26 February.pdf,10,Play by Play,MLI vs EGY - 26 Feb 2026,"technical (5) 03:26 4 KANOUTE S free throw 1 - 1 missed 03:26 12 COULIBALY M free throw 1 - 2 made (5) 64-42 22 03:26 4 KANOUTE S assist (9) 03:26 12 COULIBALY M free throw 2 - 2 made (6) 65-42 23 03:11 65-44 21 4 AMIN E 2pt FG in the paint, layup made (4) 03:03 55 ORABY O foul shooting (2 - 6) 03:03 11 BALLO O foul received (4) 03:03 10 MAHMOUD A substitution out 03:03 15 GARDNER P substitution in 03:03 11 BALLO O free throw 1 - 2 made (21) 66-44 22 03:03 11 BALLO O free throw 2 - 2 made (22) 67-44 23 02:51 12 COULIBALY M foul personal (1 - 3) 02:51 5 ABDELHALIM A foul received (5) 02:40 5 ABDELHALIM A turnover bad pass (2) 02:40 24 SISSOKO M steal (1) 02:32 35 DIARRA M turnover bad pass (2) 02:32 4 AMIN E steal (2) 02:17 15 GARDNER P 3pt FG from turnover, jump shot missed 02:15 55 ORABY O offensive rebound (3) 55 ORABY O 2pt FG from turnover second chance in the 02:14 67-46 21 paint, layup made (2) 24 SISSOKO M 2pt FG fast break in the paint, alley-oop 02:08 69-46 23 dunk made (2) 02:08 4 KANOUTE S assist (10) 01:59 4 KANOUTE S foul personal (3 - 4) 01:59 4 AMIN E foul received (3) 01:59 4 KANOUTE S substitution out 01:59 11 BALLO O substitution out 01:59 9 HAIDARA I substitution in"
84,Play by Play MLI vs EGY 26 February.pdf,11,Play by Play,MLI vs EGY - 26 Feb 2026,"FIBA Basketball World Cup 2027 African Play by Play Qualifiers Borg Elarab Arena, Thu 26 Feb 2026 Start time: 23:00 Game No.: 29779-D-1 Attendance: 2000 Mali 86 - 77 Egypt Game Duration: 01:46 (26-22, 20-12, 23-16, 17-27) Report Generated: Thu 05 Mar 2026 18:24 Crew Chief: Yann Vezo Davidson (MAD) Umpire(s): Didier Gaga (RWA) , Oumar SY (MTN) Q1 Q2 Q3 Q4 Scoring by 5 Minute intervals MLI 14 26 32 46 58 69 73 86 EGY 10 22 31 34 42 50 59 77 Game Time MLI Score Diff EGY 01:59 20 KONATE T substitution in 01:57 15 GARDNER P 3pt FG , jump shot missed 01:54 35 DIARRA M defensive rebound (5) 01:45 35 DIARRA M 3pt FG , jump shot missed 01:42 15 GARDNER P defensive rebound (3) 01:23 4 AMIN E 3pt FG , jump shot missed 01:23 15 GARDNER P offensive rebound (4) 01:23 20 KONATE T foul shooting (1 - 5) 01:23 15 GARDNER P foul received (1) 01:23 8 ABDALATIF M substitution out 01:23 9 MOUSSA A substitution in 01:23 69-47 22 15 GARDNER P free throw 1 - 2 made (3) 01:23 15 GARDNER P free throw 2 - 2 missed 01:23 24 SISSOKO M defensive rebound (4) 01:00 12 COULIBALY M 2pt FG in the paint, layup missed 00:57 55 ORABY O defensive rebound (4) 5 ABDELHALIM A 2pt FG in the paint, floating jump shot 00:48 69-49 20 made (15) 24 SISSOKO M 2pt FG outside the paint, turnaround jump 00:26 shot missed 00:23 9 MOUSSA A defensive rebound (2)"
85,Play by Play MLI vs EGY 26 February.pdf,11,Play by Play,MLI vs EGY - 26 Feb 2026,"2pt FG in the paint, layup missed 00:57 55 ORABY O defensive rebound (4) 5 ABDELHALIM A 2pt FG in the paint, floating jump shot 00:48 69-49 20 made (15) 24 SISSOKO M 2pt FG outside the paint, turnaround jump 00:26 shot missed 00:23 9 MOUSSA A defensive rebound (2) 00:16 20 KONATE T foul personal (2 - 6) 00:16 5 ABDELHALIM A foul received (6) 00:16 5 ABDELHALIM A free throw 1 - 2 missed 00:16 69-50 19 5 ABDELHALIM A free throw 2 - 2 made (16) 00:00 20 KONATE T 3pt FG , jump shot missed"
86,Play by Play MLI vs EGY 26 February.pdf,12,Play by Play,MLI vs EGY - 26 Feb 2026,"FIBA Basketball World Cup 2027 African Play by Play Qualifiers Borg Elarab Arena, Thu 26 Feb 2026 Start time: 23:00 Game No.: 29779-D-1 Attendance: 2000 Mali 86 - 77 Egypt Game Duration: 01:46 (26-22, 20-12, 23-16, 17-27) Report Generated: Thu 05 Mar 2026 18:24 Crew Chief: Yann Vezo Davidson (MAD) Umpire(s): Didier Gaga (RWA) , Oumar SY (MTN) Q1 Q2 Q3 Q4 Scoring by 5 Minute intervals MLI 14 26 32 46 58 69 73 86 EGY 10 22 31 34 42 50 59 77 Quarter 4 Quarter Starters: MLI 4 Kanoute S 9 Haidara I 10 Drame F 11 Ballo O 12 Coulibaly M EGY 5 Abdelhalim A 7 Metwaly A 9 Moussa A 15 Gardner P 55 Oraby O Game Time MLI Score Diff EGY 10:00 20 KONATE T substitution out 10:00 24 SISSOKO M substitution out 10:00 35 DIARRA M substitution out 10:00 4 KANOUTE S substitution in 10:00 10 DRAME F substitution in 10:00 11 BALLO O substitution in 10:00 4 AMIN E substitution out 10:00 7 METWALY A substitution in 09:41 69-53 16 7 METWALY A 3pt FG , jump shot made (15) 09:41 9 MOUSSA A assist (3) 09:21 12 COULIBALY M 3pt FG , jump shot missed 09:19 4 KANOUTE S offensive rebound (7) 11 BALLO O 2pt FG second chance in the paint, layup 09:04 missed 08:59 12 COULIBALY M offensive rebound (5) 12 COULIBALY M 2pt FG second chance in the paint, tip-in 08:59 71-53 18 layup made (8) 08:46 9 MOUSSA A 2pt FG outside the paint, jump shot missed"
87,Play by Play MLI vs EGY 26 February.pdf,12,Play by Play,MLI vs EGY - 26 Feb 2026,"(7) 11 BALLO O 2pt FG second chance in the paint, layup 09:04 missed 08:59 12 COULIBALY M offensive rebound (5) 12 COULIBALY M 2pt FG second chance in the paint, tip-in 08:59 71-53 18 layup made (8) 08:46 9 MOUSSA A 2pt FG outside the paint, jump shot missed 08:43 4 KANOUTE S defensive rebound (8) 08:32 4 KANOUTE S 2pt FG in the paint, layup missed 08:27 10 DRAME F offensive rebound (4) 08:23 9 HAIDARA I 3pt FG second chance, jump shot missed 08:18 10 DRAME F offensive rebound (5) 10 DRAME F 2pt FG second chance in the paint, tip-in layup 08:18 missed 08:17 55 ORABY O defensive rebound (5) 08:15 9 MOUSSA A 3pt FG , jump shot missed 08:12 11 BALLO O defensive rebound (9) 07:48 4 KANOUTE S 2pt FG in the paint, layup missed 07:44 7 METWALY A defensive rebound (4) 07:40 71-55 16 55 ORABY O 2pt FG fast break in the paint, dunk, made (4) 07:40 15 GARDNER P assist (2) 12 COULIBALY M 2pt FG outside the paint, jump shot 07:08 missed 07:08 defensive rebound (30) 07:08 11 BALLO O foul personal (3 - 1) 07:08 5 ABDELHALIM A foul received (7) 07:08 10 DRAME F substitution out"
88,Play by Play MLI vs EGY 26 February.pdf,13,Play by Play,MLI vs EGY - 26 Feb 2026,"FIBA Basketball World Cup 2027 African Play by Play Qualifiers Borg Elarab Arena, Thu 26 Feb 2026 Start time: 23:00 Game No.: 29779-D-1 Attendance: 2000 Mali 86 - 77 Egypt Game Duration: 01:46 (26-22, 20-12, 23-16, 17-27) Report Generated: Thu 05 Mar 2026 18:24 Crew Chief: Yann Vezo Davidson (MAD) Umpire(s): Didier Gaga (RWA) , Oumar SY (MTN) Q1 Q2 Q3 Q4 Scoring by 5 Minute intervals MLI 14 26 32 46 58 69 73 86 EGY 10 22 31 34 42 50 59 77 Game Time MLI Score Diff EGY 07:08 35 DIARRA M substitution in 06:55 55 ORABY O 2pt FG in the paint, layup blocked 06:55 9 HAIDARA I block (6) 06:51 4 KANOUTE S defensive rebound (9) 06:48 9 HAIDARA I 3pt FG , jump shot missed 06:45 5 ABDELHALIM A defensive rebound (1) 5 ABDELHALIM A 2pt FG in the paint, floating jump shot 06:42 missed 06:39 55 ORABY O offensive rebound (6) 55 ORABY O 2pt FG fast break second chance in the paint, 06:37 71-57 14 layup made (6) 06:32 Timeout Full 12 COULIBALY M 2pt FG outside the paint, jump shot 06:04 missed 05:59 35 DIARRA M offensive rebound (6) 35 DIARRA M 2pt FG second chance in the paint, tip-in 05:59 73-57 16 layup made (14) 05:50 73-59 14 55 ORABY O 2pt FG in the paint, hook shot made (8) 05:50 5 ABDELHALIM A assist (1) 05:23 12 COULIBALY M 3pt FG , jump shot missed 05:20 9 MOUSSA A defensive rebound (3) 05:12 7 METWALY A 3pt FG ,"
89,Play by Play MLI vs EGY 26 February.pdf,13,Play by Play,MLI vs EGY - 26 Feb 2026,"73-57 16 layup made (14) 05:50 73-59 14 55 ORABY O 2pt FG in the paint, hook shot made (8) 05:50 5 ABDELHALIM A assist (1) 05:23 12 COULIBALY M 3pt FG , jump shot missed 05:20 9 MOUSSA A defensive rebound (3) 05:12 7 METWALY A 3pt FG , jump shot missed 05:12 35 DIARRA M defensive rebound (7) 05:12 55 ORABY O foul personal (3 - 1) 05:12 35 DIARRA M foul received (3) 05:12 5 ABDELHALIM A substitution out 05:12 4 AMIN E substitution in 04:56 4 KANOUTE S 2pt FG in the paint, layup missed 04:52 9 HAIDARA I offensive rebound (6) 9 HAIDARA I 2pt FG second chance in the paint, tip-in layup 04:52 missed 04:46 4 KANOUTE S offensive rebound (10) 4 KANOUTE S 2pt FG second chance in the paint, layup 04:45 75-59 16 made (16) 04:35 75-61 14 15 GARDNER P 2pt FG in the paint, hook shot made (5) 04:24 35 DIARRA M 2pt FG in the paint, alley-oop dunk missed 04:19 55 ORABY O defensive rebound (7) 04:15 15 GARDNER P 3pt FG , jump shot missed 04:12 11 BALLO O defensive rebound (10) 04:08 4 KANOUTE S turnover ball handling (4) 04:08 15 GARDNER P substitution out 04:08 10 MAHMOUD A substitution in 4 AMIN E 2pt FG from turnover in the paint, driving layup 03:58 missed 03:55 55 ORABY O offensive rebound (8)"
90,Play by Play MLI vs EGY 26 February.pdf,14,Play by Play,MLI vs EGY - 26 Feb 2026,"FIBA Basketball World Cup 2027 African Play by Play Qualifiers Borg Elarab Arena, Thu 26 Feb 2026 Start time: 23:00 Game No.: 29779-D-1 Attendance: 2000 Mali 86 - 77 Egypt Game Duration: 01:46 (26-22, 20-12, 23-16, 17-27) Report Generated: Thu 05 Mar 2026 18:24 Crew Chief: Yann Vezo Davidson (MAD) Umpire(s): Didier Gaga (RWA) , Oumar SY (MTN) Q1 Q2 Q3 Q4 Scoring by 5 Minute intervals MLI 14 26 32 46 58 69 73 86 EGY 10 22 31 34 42 50 59 77 Game Time MLI Score Diff EGY 55 ORABY O 2pt FG from turnover second chance in the 03:55 75-63 12 paint, tip-in layup made (10) 03:43 35 DIARRA M 3pt FG , jump shot made (17) 78-63 15 03:43 9 HAIDARA I assist (1) 03:43 10 MAHMOUD A foul shooting (3 - 2) 03:43 35 DIARRA M foul received (4) 03:43 35 DIARRA M free throw 1 - 1 made (18) 79-63 16 03:43 9 MOUSSA A substitution out 03:43 5 ABDELHALIM A substitution in 03:23 7 METWALY A 3pt FG , jump shot missed 03:20 4 AMIN E offensive rebound (2) 5 ABDELHALIM A 3pt FG second chance, jump shot 03:17 missed 03:15 11 BALLO O defensive rebound (11) 03:04 55 ORABY O foul shooting (4 - 3) 03:04 11 BALLO O foul received (5) 03:04 11 BALLO O free throw 1 - 2 made (23) 80-63 17 03:04 12 COULIBALY M assist (3) 03:04 11 BALLO O free throw 2 - 2 missed 03:04 defensive rebound (37) 03:04 Timeout Full 03:04 55 ORABY"
91,Play by Play MLI vs EGY 26 February.pdf,14,Play by Play,MLI vs EGY - 26 Feb 2026,"shooting (4 - 3) 03:04 11 BALLO O foul received (5) 03:04 11 BALLO O free throw 1 - 2 made (23) 80-63 17 03:04 12 COULIBALY M assist (3) 03:04 11 BALLO O free throw 2 - 2 missed 03:04 defensive rebound (37) 03:04 Timeout Full 03:04 55 ORABY O substitution out 03:04 1 ZAHRAN I substitution in 02:46 10 MAHMOUD A 2pt FG in the paint, layup blocked 02:46 9 HAIDARA I block (7) 02:42 4 KANOUTE S defensive rebound (11) 02:24 4 KANOUTE S 2pt FG in the paint, driving layup made (18) 82-63 19 02:00 82-65 17 10 MAHMOUD A 2pt FG in the paint, reverse layup made (4) 02:00 5 ABDELHALIM A assist (2) 01:35 4 KANOUTE S 3pt FG , jump shot made (21) 85-65 20 01:30 12 COULIBALY M foul shooting (2 - 2) 01:30 7 METWALY A foul received (2) 01:30 85-66 19 7 METWALY A free throw fast break 1 - 2 made (16) 01:30 4 AMIN E assist (3) 01:30 85-67 18 7 METWALY A free throw fast break 2 - 2 made (17) 01:22 12 COULIBALY M turnover bad pass (3) 01:22 4 AMIN E steal (3) 01:22 12 COULIBALY M foul personal (3 - 3) 01:22 4 AMIN E foul received (4) 01:22 12 COULIBALY M substitution out 01:22 14 DRAME H substitution in 5 ABDELHALIM A 2pt FG from turnover in the paint, floating 01:08 85-69 16 jump shot made (18) 01:08 35 DIARRA M foul shooting (1 - 4) 01:08 5 ABDELHALIM A foul received (8)"
92,Play by Play MLI vs EGY 26 February.pdf,15,Play by Play,MLI vs EGY - 26 Feb 2026,"FIBA Basketball World Cup 2027 African Play by Play Qualifiers Borg Elarab Arena, Thu 26 Feb 2026 Start time: 23:00 Game No.: 29779-D-1 Attendance: 2000 Mali 86 - 77 Egypt Game Duration: 01:46 (26-22, 20-12, 23-16, 17-27) Report Generated: Thu 05 Mar 2026 18:24 Crew Chief: Yann Vezo Davidson (MAD) Umpire(s): Didier Gaga (RWA) , Oumar SY (MTN) Q1 Q2 Q3 Q4 Scoring by 5 Minute intervals MLI 14 26 32 46 58 69 73 86 EGY 10 22 31 34 42 50 59 77 Game Time MLI Score Diff EGY 01:08 35 DIARRA M substitution out 01:08 1 SISSOUMA S substitution in 01:08 85-70 15 5 ABDELHALIM A free throw 1 - 1 made (19) 00:59 9 HAIDARA I 2pt FG in the paint, layup blocked 00:59 10 MAHMOUD A block (3) 00:55 10 MAHMOUD A defensive rebound (2) 00:54 85-72 13 4 AMIN E 2pt FG fast break in the paint, layup made (6) 00:54 10 MAHMOUD A assist (1) 00:42 7 METWALY A foul personal (2 - 4) 00:42 4 KANOUTE S foul received (5) 00:29 11 BALLO O 2pt FG in the paint, layup missed 00:26 1 ZAHRAN I defensive rebound (2) 00:22 85-75 10 5 ABDELHALIM A 3pt FG fast break, jump shot made (22) 00:22 1 ZAHRAN I assist (1) 00:14 7 METWALY A foul personal (3 - 5) 00:14 4 KANOUTE S foul received (6) 00:14 4 KANOUTE S free throw 1 - 2 missed 00:14 4 KANOUTE S free throw 2 - 2 made (22) 86-75 11 00:14 Timeout Full 00:14 1"
93,Play by Play MLI vs EGY 26 February.pdf,15,Play by Play,MLI vs EGY - 26 Feb 2026,"00:22 1 ZAHRAN I assist (1) 00:14 7 METWALY A foul personal (3 - 5) 00:14 4 KANOUTE S foul received (6) 00:14 4 KANOUTE S free throw 1 - 2 missed 00:14 4 KANOUTE S free throw 2 - 2 made (22) 86-75 11 00:14 Timeout Full 00:14 1 ZAHRAN I substitution out 00:14 15 GARDNER P substitution in 00:09 86-77 9 10 MAHMOUD A 2pt FG in the paint, dunk, made (6) 00:09 4 AMIN E assist (4)"
94,Play by Play UGA vs EGY 01 March.pdf,1,Play by Play,UGA vs EGY - 01 Mar 2026,"FIBA Basketball World Cup 2027 African Play by Play Qualifiers Borg Elarab Arena, Sun 01 Mar 2026 Start time: 23:00 Game No.: 29779-D-6 Attendance: 400 Uganda 52 - 91 Egypt Game Duration: 01:28 (14-27, 9-16, 16-22, 13-26) Report Generated: Thu 05 Mar 2026 20:37 Crew Chief: Mbaye Seye (SEN) Umpire(s): Guy Bertin Sani Kollo (CMR) , Kouakou Toussaint Niamien (CIV) Q1 Q2 Q3 Q4 Scoring by 5 Minute intervals UGA 7 14 15 23 32 39 44 52 EGY 10 27 37 43 50 65 74 91 Quarter 1 Quarter Starters: UGA 2 Rugette J 6 Opong R 9 Geu D 21 Komagum J 22 Sibande N EGY 4 Amin E 5 Abdelhalim A 7 Metwaly A 15 Gardner P 50 Marei A Game Time UGA Score Diff EGY 10:00 21 KOMAGUM J jumpball won 10:00 15 GARDNER P jumpball lost 09:37 9 GEU D 2pt FG outside the paint, jump shot made (2) 2-0 2 09:37 2 RUGETTE J assist (1) 09:16 2-2 0 50 MAREI A 2pt FG in the paint, layup made (2) 09:16 5 ABDELHALIM A assist (1) 22 SIBANDE N 2pt FG outside the paint, step back jump 08:55 4-2 2 shot made (2) 08:33 9 GEU D foul shooting (1 - 1) 08:33 50 MAREI A foul received (1) 08:33 4-3 1 50 MAREI A free throw 1 - 2 made (3) 08:33 50 MAREI A free throw 2 - 2 missed 08:33 21 KOMAGUM J defensive rebound (1) 08:24 2 RUGETTE J 2pt FG in the paint, driving layup missed 08:21 15 GARDNER"
95,Play by Play UGA vs EGY 01 March.pdf,1,Play by Play,UGA vs EGY - 01 Mar 2026,"MAREI A foul received (1) 08:33 4-3 1 50 MAREI A free throw 1 - 2 made (3) 08:33 50 MAREI A free throw 2 - 2 missed 08:33 21 KOMAGUM J defensive rebound (1) 08:24 2 RUGETTE J 2pt FG in the paint, driving layup missed 08:21 15 GARDNER P defensive rebound (1) 08:09 50 MAREI A 2pt FG in the paint, tip-in layup missed 08:09 50 MAREI A offensive rebound (1) 5 ABDELHALIM A 2pt FG second chance in the paint, 08:09 floating jump shot missed 08:06 22 SIBANDE N defensive rebound (1) 08:06 5 ABDELHALIM A foul personal (1 - 1) 08:06 6 OPONG R foul received (1) 08:00 7 METWALY A foul personal (1 - 2) 08:00 2 RUGETTE J foul received (1) 07:56 9 GEU D 3pt FG , jump shot missed 07:52 5 ABDELHALIM A defensive rebound (1) 07:51 5 ABDELHALIM A turnover bad pass (1) 07:51 2 RUGETTE J steal (1) 07:34 21 KOMAGUM J turnover bad pass (1) 07:34 4 AMIN E steal (1) 07:19 4-6 -2 4 AMIN E 3pt FG from turnover, jump shot made (3) 07:19 5 ABDELHALIM A assist (2) 06:52 6 OPONG R 3pt FG , jump shot missed 06:50 22 SIBANDE N offensive rebound (2) 06:37 2 RUGETTE J 3pt FG second chance, jump shot missed 06:35 4 AMIN E defensive rebound (1) 06:21 4-8 -4 15 GARDNER P 2pt FG in the paint, dunk, made (2) 06:21 50 MAREI A assist (1)"
96,Play by Play UGA vs EGY 01 March.pdf,2,Play by Play,UGA vs EGY - 01 Mar 2026,"FIBA Basketball World Cup 2027 African Play by Play Qualifiers Borg Elarab Arena, Sun 01 Mar 2026 Start time: 23:00 Game No.: 29779-D-6 Attendance: 400 Uganda 52 - 91 Egypt Game Duration: 01:28 (14-27, 9-16, 16-22, 13-26) Report Generated: Thu 05 Mar 2026 20:37 Crew Chief: Mbaye Seye (SEN) Umpire(s): Guy Bertin Sani Kollo (CMR) , Kouakou Toussaint Niamien (CIV) Q1 Q2 Q3 Q4 Scoring by 5 Minute intervals UGA 7 14 15 23 32 39 44 52 EGY 10 27 37 43 50 65 74 91 Game Time UGA Score Diff EGY 22 SIBANDE N 2pt FG in the paint, floating jump shot 05:54 missed 05:51 15 GARDNER P defensive rebound (2) 05:41 4-10 -6 5 ABDELHALIM A 2pt FG in the paint, driving layup made (2) 05:22 9 GEU D 3pt FG , pull up jump shot made (5) 7-10 -3 05:22 22 SIBANDE N assist (1) 05:15 22 SIBANDE N foul personal (1 - 2) 05:15 4 AMIN E foul received (1) 05:00 7-12 -5 7 METWALY A 2pt FG in the paint, driving layup made (2) 04:39 6 OPONG R 2pt FG in the paint, layup made (2) 9-12 -3 04:23 7 METWALY A 3pt FG , jump shot missed 04:21 21 KOMAGUM J defensive rebound (2) 04:11 9 GEU D turnover ball handling (1) 04:11 4 AMIN E steal (2) 7 METWALY A 3pt FG fast break from turnover, jump shot 04:05 9-15 -6 made (5) 04:05 50 MAREI A assist (2) 22 SIBANDE N 2pt FG fast break in the paint, driving layup 03:52"
97,Play by Play UGA vs EGY 01 March.pdf,2,Play by Play,UGA vs EGY - 01 Mar 2026,"(2) 04:11 9 GEU D turnover ball handling (1) 04:11 4 AMIN E steal (2) 7 METWALY A 3pt FG fast break from turnover, jump shot 04:05 9-15 -6 made (5) 04:05 50 MAREI A assist (2) 22 SIBANDE N 2pt FG fast break in the paint, driving layup 03:52 11-15 -4 made (4) 5 ABDELHALIM A 2pt FG in the paint, floating jump shot 03:37 11-17 -6 made (4) 03:37 50 MAREI A assist (3) 03:23 21 KOMAGUM J 3pt FG , jump shot missed 03:21 4 AMIN E defensive rebound (2) 03:14 4 AMIN E turnover ball handling (1) 03:14 22 SIBANDE N steal (1) 03:00 9 GEU D 3pt FG from turnover, jump shot missed 02:56 50 MAREI A defensive rebound (2) 02:39 15 GARDNER P 3pt FG , jump shot missed 02:36 22 SIBANDE N defensive rebound (3) 02:33 6 OPONG R 3pt FG fast break, jump shot made (5) 14-17 -3 02:33 22 SIBANDE N assist (2) 02:16 9 GEU D foul personal (2 - 3) 02:16 50 MAREI A foul received (2) 02:16 Timeout Full 02:16 2 RUGETTE J substitution out 02:16 6 OPONG R substitution out 02:16 9 GEU D substitution out 02:16 21 KOMAGUM J substitution out 02:16 0 LUBOWA N substitution in 02:16 8 BAALE F substitution in 02:16 11 ODEKE T substitution in 02:16 23 KAYIRA J substitution in 02:16 4 AMIN E substitution out 02:16 50 MAREI A substitution out"
98,Play by Play UGA vs EGY 01 March.pdf,3,Play by Play,UGA vs EGY - 01 Mar 2026,"FIBA Basketball World Cup 2027 African Play by Play Qualifiers Borg Elarab Arena, Sun 01 Mar 2026 Start time: 23:00 Game No.: 29779-D-6 Attendance: 400 Uganda 52 - 91 Egypt Game Duration: 01:28 (14-27, 9-16, 16-22, 13-26) Report Generated: Thu 05 Mar 2026 20:37 Crew Chief: Mbaye Seye (SEN) Umpire(s): Guy Bertin Sani Kollo (CMR) , Kouakou Toussaint Niamien (CIV) Q1 Q2 Q3 Q4 Scoring by 5 Minute intervals UGA 7 14 15 23 32 39 44 52 EGY 10 27 37 43 50 65 74 91 Game Time UGA Score Diff EGY 02:16 1 ZAHRAN I substitution in 02:16 55 ORABY O substitution in 5 ABDELHALIM A 2pt FG in the paint, alley-oop layup made 02:12 14-19 -5 (6) 02:12 7 METWALY A assist (1) 23 KAYIRA J 2pt FG in the paint, turnaround jump shot 01:54 missed 01:50 5 ABDELHALIM A defensive rebound (2) 01:40 11 ODEKE T foul shooting (1 - 4) 01:40 15 GARDNER P foul received (1) 01:40 7 METWALY A substitution out 01:40 9 MOUSSA A substitution in 01:40 22 SIBANDE N substitution out 01:40 5 OBLENG P substitution in 01:40 15 GARDNER P free throw 1 - 2 missed 01:40 14-20 -6 15 GARDNER P free throw 2 - 2 made (3) 01:40 7 METWALY A assist (2) 01:27 8 BAALE F 3pt FG , jump shot missed 01:25 1 ZAHRAN I defensive rebound (1) 01:22 14-22 -8 9 MOUSSA A 2pt FG fast break in the paint, layup made (2) 01:22 1 ZAHRAN I assist (1) 01:07 0 LUBOWA N 2pt FG"
99,Play by Play UGA vs EGY 01 March.pdf,3,Play by Play,UGA vs EGY - 01 Mar 2026,"7 METWALY A assist (2) 01:27 8 BAALE F 3pt FG , jump shot missed 01:25 1 ZAHRAN I defensive rebound (1) 01:22 14-22 -8 9 MOUSSA A 2pt FG fast break in the paint, layup made (2) 01:22 1 ZAHRAN I assist (1) 01:07 0 LUBOWA N 2pt FG in the paint, driving layup blocked 01:07 1 ZAHRAN I block (1) 01:07 defensive rebound (10) 5 ABDELHALIM A 2pt FG in the paint, floating jump shot 00:50 14-24 -10 made (8) 00:50 1 ZAHRAN I assist (2) 00:34 11 ODEKE T 3pt FG , jump shot missed 00:31 9 MOUSSA A defensive rebound (1) 00:28 14-27 -13 5 ABDELHALIM A 3pt FG fast break, jump shot made (11) 00:28 9 MOUSSA A assist (1) 23 KAYIRA J 2pt FG in the paint, turnaround jump shot 00:08 missed 00:04 0 LUBOWA N offensive rebound (1) 0 LUBOWA N 2pt FG second chance in the paint, jump shot 00:04 missed 00:03 5 OBLENG P offensive rebound (1) 5 OBLENG P 2pt FG second chance in the paint, tip-in layup 00:03 missed 00:02 5 ABDELHALIM A defensive rebound (3) 00:01 5 ABDELHALIM A 3pt FG , jump shot missed"
100,Play by Play UGA vs EGY 01 March.pdf,4,Play by Play,UGA vs EGY - 01 Mar 2026,"FIBA Basketball World Cup 2027 African Play by Play Qualifiers Borg Elarab Arena, Sun 01 Mar 2026 Start time: 23:00 Game No.: 29779-D-6 Attendance: 400 Uganda 52 - 91 Egypt Game Duration: 01:28 (14-27, 9-16, 16-22, 13-26) Report Generated: Thu 05 Mar 2026 20:37 Crew Chief: Mbaye Seye (SEN) Umpire(s): Guy Bertin Sani Kollo (CMR) , Kouakou Toussaint Niamien (CIV) Q1 Q2 Q3 Q4 Scoring by 5 Minute intervals UGA 7 14 15 23 32 39 44 52 EGY 10 27 37 43 50 65 74 91 Quarter 2 Quarter Starters: UGA 2 Rugette J 6 Opong R 9 Geu D 21 Komagum J 22 Sibande N EGY 1 Zahran I 4 Amin E 9 Moussa A 10 Mahmoud A 55 Oraby O Game Time UGA Score Diff EGY 10:00 0 LUBOWA N substitution out 10:00 5 OBLENG P substitution out 10:00 8 BAALE F substitution out 10:00 11 ODEKE T substitution out 10:00 23 KAYIRA J substitution out 10:00 2 RUGETTE J substitution in 10:00 6 OPONG R substitution in 10:00 9 GEU D substitution in 10:00 21 KOMAGUM J substitution in 10:00 22 SIBANDE N substitution in 10:00 5 ABDELHALIM A substitution out 10:00 15 GARDNER P substitution out 10:00 4 AMIN E substitution in 10:00 10 MAHMOUD A substitution in 09:45 9 MOUSSA A 2pt FG in the paint, jump shot missed 09:44 10 MAHMOUD A offensive rebound (1) 09:44 9 GEU D foul personal (3 - 1) 09:44 10 MAHMOUD A foul received (1) 55 ORABY O 2pt FG second chance in the paint, layup 09:36"
101,Play by Play UGA vs EGY 01 March.pdf,4,Play by Play,UGA vs EGY - 01 Mar 2026,"A substitution in 09:45 9 MOUSSA A 2pt FG in the paint, jump shot missed 09:44 10 MAHMOUD A offensive rebound (1) 09:44 9 GEU D foul personal (3 - 1) 09:44 10 MAHMOUD A foul received (1) 55 ORABY O 2pt FG second chance in the paint, layup 09:36 14-29 -15 made (2) 09:36 9 MOUSSA A assist (2) 09:18 21 KOMAGUM J 2pt FG outside the paint, jump shot missed 09:15 4 AMIN E defensive rebound (3) 09:05 55 ORABY O turnover ball handling (1) 09:05 2 RUGETTE J steal (2) 08:59 9 GEU D 2pt FG from turnover in the paint, layup missed 08:55 4 AMIN E defensive rebound (4) 08:52 14-32 -18 4 AMIN E 3pt FG fast break, pull up jump shot made (6) 08:31 9 GEU D 3pt FG , jump shot missed 08:29 4 AMIN E defensive rebound (5) 08:13 1 ZAHRAN I 3pt FG , jump shot missed 08:10 10 MAHMOUD A offensive rebound (2) 4 AMIN E 3pt FG second chance, pull up jump shot made 08:05 14-35 -21 (9) 07:50 1 ZAHRAN I foul shooting (1 - 1) 07:50 21 KOMAGUM J foul received (1) 07:50 21 KOMAGUM J free throw 1 - 2 missed 07:50 21 KOMAGUM J free throw 2 - 2 made (1) 15-35 -20"
